gene_symbol,Ubxn11
pvalue,0.1980884
analysis_id,3pl94c67ek3ekvg
parameter_name,Ventral coat/hair presence
parameter_id,MGP_CSD_025_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914836
