gene_symbol,Lpgat1
analysis_id,497s6ngmn1437ft
parameter_name,Persistence of hyaloid vascular system
pvalue,0.5658078
mouse_strain,C57BL
parameter_id,IMPC_EYE_027_001
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
