gene_symbol,Fpgs
pvalue,0.2353055
parameter_id,HMGULA_DYS_024_001
mouse_life_stage,Early adult
analysis_id,89ro19k83p6vc37
parameter_name,Vibrissae - appearance
gene_accession_id,MGI:95576
mouse_strain,C57BL
