mouse_strain,129SV
pvalue,0.9291989
analysis_id,wt34bu5t5591216
parameter_id,IMPC_GPP_004_001
gene_symbol,Nipal3
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
parameter_name,Placenta Size
