gene_symbol,AU040320
analysis_id,x68ct08rw2rsuy2
gene_accession_id,MGI:2140475
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,MGP_PBI_016_001
pvalue,0.8818497
parameter_name,Monocyte percentage
