parameter_name,Distance travelled - total
gene_symbol,Pld1
gene_accession_id,MGI:109585
analysis_id,j1vv57k2365a299
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.9826726
parameter_id,IMPC_OFD_020_001
