parameter_name,Periphery distance travelled
pvalue,0.4627854
analysis_id,a7e9gyp7i0j00yl
mouse_strain,C57BL
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
parameter_id,JAX_OFD_010_001
gene_symbol,Slc30a4
