parameter_id,IMPC_CSD_028_001
parameter_name,Snout size
mouse_strain,C57BL
analysis_id,0egxodwtb75fjf5
gene_symbol,Bcs1l
pvalue,0.4531043
mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
