mouse_life_stage,E15.5
parameter_name,Embryo Size
gene_symbol,Bmi1
pvalue,0.9662118
parameter_id,IMPC_GEL_032_001
analysis_id,4m343s68a2a66c6
mouse_strain,C57BL
gene_accession_id,MGI:88174
