gene_symbol,Kdm4c
parameter_id,ESLIM_007_001_006
gene_accession_id,MGI:1924054
pvalue,0.1420279
mouse_life_stage,Early adult
analysis_id,99osx7nyrt3wh07
mouse_strain,C56BL
parameter_name,Periphery distance travelled
