parameter_id,MGP_IMM_028_001
pvalue,0.9717213
gene_accession_id,MGI:3650254
mouse_strain,C57BL
analysis_id,45fxy9132a127y8
gene_symbol,Zfp683
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
mouse_life_stage,Early adult
