parameter_id,MGP_MLN_011_001
pvalue,0.3729666
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
parameter_name,KLRG1+ Treg cells - % of Treg
mouse_life_stage,E12.5
analysis_id,tl28nv42wdsdfq8
mouse_strain,C57BL
