mouse_strain,129SV
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
parameter_id,JAX_SLW_009_001
mouse_life_stage,Early adult
parameter_name,Dark sleep bout lengths mean
analysis_id,y5w7e2fyg676g18
pvalue,0.8624035
