gene_symbol,Zmynd8
parameter_id,ESLIM_016_001_003
gene_accession_id,MGI:1918025
pvalue,0.9861472
mouse_life_stage,Early adult
analysis_id,sjuf85v4u75mzkl
mouse_strain,C57BL
parameter_name,Haemoglobin
