parameter_name,Percent time in dark
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Lamb3
pvalue,0.5470241
analysis_id,e93blve3e8amuvd
gene_accession_id,MGI:99915
parameter_id,JAX_LDT_008_001
