gene_symbol,Hpca
gene_accession_id,MGI:1336200
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,66s591hcyz7b473
parameter_name,Skull shape
parameter_id,CCP_XRY_001_001
pvalue,0.1089504
