parameter_id,ICS_FEA_019_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914061
analysis_id,r2vtryf88ly6712
pvalue,0.2612176
parameter_name,% Freezing duration pre-cue-2
gene_symbol,Duoxa2
