gene_symbol,Psmd14
pvalue,0.6712566
analysis_id,9505tybetcuav5d
mouse_life_stage,Early adult
gene_accession_id,MGI:1913284
parameter_name,Lens
parameter_id,IMPC_EYE_016_001
mouse_strain,C57BL
