gene_symbol,Galnt13
parameter_id,IMPC_XRY_067_001
mouse_life_stage,Late adult
pvalue,0.3123585
analysis_id,kipnzn85l83gbc9
mouse_strain,C57BL
parameter_name,Caudal processes
gene_accession_id,MGI:2139447
