mouse_strain,C57BL
analysis_id,wk8cbjbz782xsfa
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_016_001
gene_symbol,Ddx27
pvalue,0.6458172
parameter_name,Center permanence time
