parameter_id,JAXLA_OFD_009_001
gene_symbol,AU040320
parameter_name,Whole arena average speed
gene_accession_id,MGI:2140475
pvalue,0.00720303
analysis_id,2i882183o700s64
mouse_life_stage,Late adult
mouse_strain,C57BL
