gene_symbol,Rab3gap2
mouse_strain,C57BL
pvalue,0.7542535
gene_accession_id,MGI:1916043
analysis_id,70blk782w6348d2
parameter_id,MGP_IMM_013_001
parameter_name,Total CD8+ T cells - % of ab T cells
mouse_life_stage,Early adult
