parameter_name,Fat/Body weight
parameter_id,JAXLA_DXA_009_001
mouse_life_stage,Early adult
pvalue,0.196491
analysis_id,53015yr57q941hk
mouse_strain,C57BL
gene_accession_id,MGI:106100
gene_symbol,Etfdh
