gene_symbol,AU040320
analysis_id,707qb9dzl79k3oj
pvalue,0.8460149
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:2140475
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
parameter_id,MGP_MLN_006_001
