parameter_id,IMPC_CSD_007_001
analysis_id,405y539ml75268g
mouse_life_stage,Early adult
gene_accession_id,MGI:96757
gene_symbol,Lcn2
pvalue,0.8063711
mouse_strain,C57BL
parameter_name,Coat - color - abdomen
