parameter_id,IMPC_CSD_008_001
parameter_name,Coat - color pattern - back
gene_symbol,Tiprl
analysis_id,z2is509e08wudrp
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:1915087
pvalue,0.911078
