gene_symbol,Slc30a4
analysis_id,i4zdeys654967ht
parameter_name,Total CD8+ T cells - % of ab T cells
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:1345282
parameter_id,MGP_IMM_013_001
pvalue,0.9250442
