parameter_name,HDL-cholesterol
mouse_strain,129SV
pvalue,0.8715104
gene_accession_id,MGI:1918025
parameter_id,IMPC_CBC_016_001
gene_symbol,Zmynd8
analysis_id,7s79co3z45d2pap
mouse_life_stage,Early adult
