gene_symbol,Ahcy
mouse_strain,C57BL
pvalue,0.9708572
gene_accession_id,MGI:87968
parameter_name,Center average speed
parameter_id,JAXLA_OFD_017_001
analysis_id,20375wz16wqx10d
mouse_life_stage,Early adult
