parameter_id,IMPC_GEL_029_001
gene_accession_id,MGI:1918025
pvalue,0.9177885
parameter_name,Midbrain
gene_symbol,Zmynd8
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,j4g26gb3h2c4a12
