mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Limb morphology
parameter_id,IMPC_GEP_084_001
gene_symbol,Zmynd8
analysis_id,3v72uf8q248mmfy
gene_accession_id,MGI:1918025
pvalue,0.1123021
