parameter_name,Embryo Size
pvalue,0.09407026
parameter_id,IMPC_GEL_032_001
mouse_strain,C57BL
gene_symbol,Kdm4c
analysis_id,04125qq78e7xb12
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
