parameter_id,IMPC_HEM_003_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,AU040320
pvalue,0.7196139
gene_accession_id,MGI:2140475
parameter_name,Hemoglobin
analysis_id,d9480l6l1ce950k
