mouse_strain,C57BL
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
mouse_life_stage,Early adult
analysis_id,7df323fezp898of
parameter_id,MGP_MLN_013_001
pvalue,0.7314482
parameter_name,Effector CD8+ T cells - % of CD8+
