parameter_id,JAX_LDT_003_001
parameter_name,Time mobile light side
pvalue,0.6789651
analysis_id,d8264fk284114ux
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
