gene_symbol,Zmynd19
gene_accession_id,MGI:1914437
parameter_id,IMPC_GRS_011_001
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_life_stage,Early adult
analysis_id,k4i6k1nh438v4tg
pvalue,0.4737278
