parameter_name,Tremor
gene_accession_id,MGI:95835
mouse_strain,C57BL
gene_symbol,Hspa5
pvalue,0.1572919
analysis_id,95jg020ku04xgm9
mouse_life_stage,E12.5
parameter_id,TCPLA_CSD_030_001
