parameter_id,MGP_MLN_001_001
mouse_life_stage,Early adult
gene_symbol,Rab17
mouse_strain,C57BL
gene_accession_id,MGI:104640
pvalue,0.1824258
analysis_id,7q45205k52zhg2l
parameter_name,Total T cells - % of CD45+
