parameter_id,M-G-P_009_001_003
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Mgst2
analysis_id,p0k6r48x3f3z2xt
parameter_name,Body weight
gene_accession_id,MGI:2448481
pvalue,0.1070896
