gene_symbol,Hspa5
gene_accession_id,MGI:95835
pvalue,0.4774815
parameter_name,Percentage center time
mouse_strain,C57BL
parameter_id,IMPC_OFD_022_001
analysis_id,5194000948742ko
mouse_life_stage,E9.5
