gene_symbol,Bcs1l
pvalue,0.7253631
parameter_name,Chloride
analysis_id,1xfnda6y9x790dq
parameter_id,IMPC_CBC_003_001
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:1914071
