mouse_life_stage,Middle aged adult
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
parameter_id,MGP_IMM_084_001
pvalue,0.8283523
analysis_id,5j2ldk5i77x0j82
parameter_name,KLRG1+ CD8+ T cells - % of CD45+
mouse_strain,C57BL
