gene_symbol,Bcs1l
parameter_id,HMGULA_SHI_009_001
mouse_life_stage,E9.5
analysis_id,1t1m67pb5bj1s73
pvalue,0.9618658
mouse_strain,C57BL
gene_accession_id,MGI:1914071
parameter_name,Startle response
