parameter_id,HRWLLA_OFD_020_001
pvalue,0.8253712
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,8cxvt518tu20z11
parameter_name,Distance travelled - total
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
