gene_symbol,Kdm5b
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.6627565
parameter_name,Eosinophils
analysis_id,f7wj7734345hzcb
gene_accession_id,MGI:1922855
parameter_id,IMPC_IMM_052_001
