gene_symbol,Wars2
mouse_life_stage,E9.5
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
parameter_id,IMPC_FEA_106_001
pvalue,0.905389
gene_accession_id,MGI:1917810
analysis_id,n4ea95m76eu2855
mouse_strain,C57BL
