gene_symbol,Nipal3
mouse_life_stage,Early adult
parameter_name,Snout size
gene_accession_id,MGI:1921802
analysis_id,929w668o1j2l12f
pvalue,0.3329707
parameter_id,MGP_CSD_067_001
mouse_strain,129SV
