gene_symbol,Ints7
pvalue,0.1034579
gene_accession_id,MGI:1924315
analysis_id,0p261647u9518o5
parameter_name,Bone Area
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_010_001
mouse_strain,C53BL
