gene_symbol,Tiprl
mouse_life_stage,E12.5
analysis_id,480dr66300fl454
mouse_strain,C57BL
parameter_id,IMPC_OFD_007_001
parameter_name,Whole arena resting time
pvalue,0.2140985
gene_accession_id,MGI:1915087
