mouse_life_stage,Early adult
gene_accession_id,MGI:1349457
analysis_id,638yfpx4943b2bq
pvalue,0.8394254
parameter_name,Click-evoked ABR threshold
mouse_strain,C57BL
gene_symbol,Serinc3
parameter_id,IMPC_ABR_002_001
