mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_006
gene_symbol,Bcs1l
parameter_name,Periphery distance travelled
pvalue,0.816848
analysis_id,c98t0m3627wq294
gene_accession_id,MGI:1914071
