gene_symbol,Ubxn4
gene_accession_id,MGI:1915062
parameter_id,IMPC_IMM_064_001
parameter_name,B1B Cells
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,769083076422trd
pvalue,0.8021283
