mouse_strain,129SV
parameter_id,IMPC_DXA_002_001
gene_accession_id,MGI:1920638
analysis_id,x304nrggeu29r1y
pvalue,0.2672451
mouse_life_stage,Early adult
gene_symbol,Bpifa3
parameter_name,Fat mass
