gene_symbol,Ubxn4
gene_accession_id,MGI:1915062
mouse_life_stage,Late adult
analysis_id,48o03l9p68b6vfl
pvalue,0.9359873
parameter_id,IMPC_DXA_002_001
mouse_strain,C57BL
parameter_name,Fat mass
