parameter_id,MGP_BMI_006_001
gene_symbol,Frmpd1
mouse_strain,C57BL
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
gene_accession_id,MGI:2446274
analysis_id,k6e9p707xbg152e
mouse_life_stage,Middle aged adult
pvalue,0.6145786
