parameter_id,JAXLA_CSD_041_002
mouse_strain,C57BL
gene_accession_id,MGI:2674093
gene_symbol,Psd4
pvalue,0.2603087
parameter_name,Hindpaw - size
mouse_life_stage,Early adult
analysis_id,381zxn78tkf888n
