gene_symbol,Rigi
analysis_id,5j3hm5fge08wk86
mouse_strain,C57BL
pvalue,0.7584441
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_030_001
gene_accession_id,MGI:2442858
parameter_name,Neutrophil cell count
