gene_symbol,Hnf4a
analysis_id,3427637m51b2982
pvalue,0.5074247
gene_accession_id,MGI:109128
parameter_name,IgD+ mature B cell number
mouse_strain,C57BL
parameter_id,MGP_PBI_035_001
mouse_life_stage,Late adult
