parameter_name,Periphery average speed
pvalue,0.3467908
analysis_id,m9fk43y54nn0vq5
parameter_id,HRWLLA_OFD_013_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Lurap1
gene_accession_id,MGI:1915325
