gene_symbol,Etfdh
analysis_id,363oj700o5088zo
parameter_id,JAX_OFD_022_001
mouse_strain,C57BL
gene_accession_id,MGI:106100
mouse_life_stage,Early adult
parameter_name,Percentage center time
pvalue,0.8627676
