parameter_id,UCD_OWT_008_001
mouse_strain,C57BL
gene_symbol,Fgb
pvalue,0.9486574
analysis_id,9u4g25o064w0140
mouse_life_stage,Early adult
gene_accession_id,MGI:99501
parameter_name,Liver weight
