gene_symbol,Fpgs
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:95576
pvalue,0.07259196
analysis_id,459e9ph8w198401
parameter_name,Retina (combined)
parameter_id,IMPC_EYE_092_002
