parameter_name,Glucose
pvalue,0.1605152
analysis_id,k7v0oh59h6a4179
parameter_id,HMGULA_CBC_018_001
gene_symbol,Eprs1
mouse_strain,C57BL
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
