parameter_id,IMPC_DXA_006_001
gene_accession_id,MGI:3045306
mouse_strain,C57BL
gene_symbol,Exd1
analysis_id,h3qozctw1m440n8
mouse_life_stage,Early adult
pvalue,0.1632991
parameter_name,Body length
